,DOB,Image,Summary,Name
649,04-03-1984,,"Soham Chakraborty is an Indian film and television actor, producer, singer and politician who appears in Bengali films. His acting career has started at the age of 3 years in the year 1987, as a child artist, known as Master Bittu with the super hit family drama film, Choto Bou, directed by Anjan Chowdhury, for which he received the Uttam Kumar Best Child Artist Award, and has also appeared in 76 other films including Shakha Proshakha, a film by the great Satyajit Ray,until he started acting as lead in 2007. He had also acted in many noted daily soaps and telefilms. His first break as a lead was Chander Bari, and has acted in several successful films including the blockbuster Prem Aamar (2009).[1][2]
",Soham Chakraborty
650,1897-11-02,https://upload.wikimedia.org/wikipedia/commons/4/4c/Sohrab_Modi.jpg,"Sohrab Merwanji Modi (2 November 1897 – 28 January 1984) was an Indian stage and film actor, director and producer.[1] His films include Khoon Ka Khoon (1935), a version of Shakespeare's Hamlet, Sikandar, Pukar, Prithvi Vallabh, Jhansi ki Rani, Mirza Ghalib, Jailor and Nausherwan-E-Adil (1957). His films always carried a message of strong commitment to social and national issues.[2]
",Sohrab Modi
651,,,"Sonu Nigam (born 30 July 1973)[2] is an Indian playback singer, composer . He sings predominantly in Hindi and Kannada language films. He has also sung in English, Bengali, Manipuri, Gujarati, Tamil, Telugu, Marathi, Nepali, Maithili, Malayalam and various Indian languages.[3]  Nigam has also released Indian pop albums and acted in a number of Hindi films.[4] He has been one of the highest paid Indian singers. He is also regarded as the ""Lord of Chords"".[5][6]
",Sonu Nigam
652,30-07-1973,https://upload.wikimedia.org/wikipedia/commons/5/50/Sonu_sood_2012.jpg,"Sonu Sood (born 30 July 1973) is an Indian film actor, model, and producer who acts predominantly in Hindi, Telugu, Tamil, Kannada and Punjabi films.
",Sonu Sood
653,09-11-1990,https://upload.wikimedia.org/wikipedia/commons/1/12/Sooraj_Pancholi_graces_Vogue_Beauty_Awards_2017.jpg,"Model •
",Sooraj Pancholi
654,06-04-1956,https://upload.wikimedia.org/wikipedia/commons/2/2b/Sreenivasan_2008.jpg,"Sreenivasan (born 6 April 1956) is an Indian film actor, screenwriter, director and producer who works predominantly in Malayalam films.[1] He has also appeared in a few Tamil films.
",Sreenivasan
655,17-12-1981,,"Sriimurali (born 17 December 1981),[1] also known by names Murali,[2] is an Indian actor who works predominantly in Kannada cinema. After making his debut in 2003 in Chandra Chakori, he appeared in Kanti as the eponymous lead, a performance that won him the Karnataka State Film Award for Best Actor. He has since appeared in over 10 Kannada films and a film each in Telugu and Malayalam, all of which proved to be commercial failures. His performance in the 2014 Kannada film Ugramm received unanimous praise and emerged as a major success.[3]
",Sri Murali
656,22-11-1960,,"Sridhar is an Indian actor in the Kannada film industry,[1] and also a dance scholar, performer and choreographer, trained in Bharatanatyam.[2]  He also holds a degree in Engineering.[3]  Sridhar is married to Anuradha, also a Bharatanatyam dance performer;[3] both have performed for many dance shows as a duo.[2]
",Sridhar
657,15-08-1964,,"Raghumudri Srihari (15 August 1964 – 9 October 2013), also known as Srihari, was an Indian actor who was active mainly in Telugu cinema. He appeared in a few Tamil, Kannada and Hindi films as well.
",Srihari
658,28-02-1979,https://upload.wikimedia.org/wikipedia/commons/1/13/Srikanth_at_the_Curtain_Raiser_of_Chepauk_Super_Gillies.jpg,"Srikanth is an Indian film actor known for his works predominantly in Tamil  film industry. He debuted in the romance film Roja Kootam (2002) and went on to star in more such films including April Maadhathil (2002), Manasellam (2003), Parthiban Kanavu (2003), before debuting in Telugu with Okariki Okaru (2003). He subsequently went on to portray  action roles in Joot (2003), Bose (2004) and Drohi (2010). In the following years, his films failed to achieve commercial success, which led him to venture into the Telugu and Malayalam film industries. He is credited as Sriram in Telugu films.[2] He also had a small role in K.Balachander's tele serial Jannal.[3][4]
",Srikanth Krishnamachari
659,23-03-1968,https://upload.wikimedia.org/wikipedia/commons/8/8b/Meka_Srikanth_CCL.jpg,"Srikanth (born 23 March 1968) is an Indian film actor, who is known for works predominantly in Telugu cinema. He has received two state Nandi Awards, and one Filmfare Award South.[citation needed] He has starred in films like Swarabhishekam, which won the National Film Award for Best Feature Film in Telugu for 2004, and Virodhi, premiered in Indian panorama section, at the 2011 International Film Festival of India.[1] Sri Rama Rajyam also had a special screening at International Film Festival of India on 28 November 2011.[2]
",Srikanth Meka
660,08-07-1977,,"Krishna (born 8 July 1977) known by his stage name Srinagar Kitty, is an Indian actor who primarily works in Kannada television series and films. He started off as a child artist working in a host of television serialized dramas before making his film debut in 2003 in small supporting roles.
",Srinagar Kitty
661,28-12-1943,,"Narayana Swamy (Kannada: ನಾರಾಯಣ ಸ್ವಾಮಿ; born 28 December 1943), known by his stage name Srinath, is an Indian actor film producer who works predominantly in Kannada cinema. He also holds the position of vice-president of Kannada language television channel Udaya TV. He is also popularly known for his presenting in the Game Show, Adarsha Dampatigalu (Kannada: ಆದರ್ಶ ದಂಪತಿಗಳು), meant for married couples competing on which pair is the ideal.
Srinath is generally called with the nickname Pranaya Raja[1] (means, King of Romance) because of his success in various movies involving love stories. In 2003, he was conferred the Kalaratna Award by the Government of Karnataka.[2]
",Srinath
662,,,"Sundeep Kishan is an Indian film actor .who works Predominantly in Telugu and Tamil films.
",Sundeep Kishan
663,15-05-1949,,"Jadalathimmanahalli Krishnappa Srinivasa Murthy (born 15 May 1949),[1] known popularly as Srinivasa Murthy, is an Indian actor and television director. He is mostly known for his work as a director having made many television series in Kannada, beginning in 2001, based on the lives of various Kannada philosophers and poets, and adaptations of the works of popular Kannada writers. As an actor, he is known for his work in Kannada cinema, appearing often in supporting roles. He began his career as a stage artiste in both professional and amateur theatre, before taking to films in 1977. Known for his graceful acting, he is a disciplined actor who has carved out a niche in historical and emotional roles, and is a two-time recipient of the Karnataka State Film Award for Best Supporting Actor. His elder son Naveen Krishna is also an actor in Kannada films.
",Srinivasa Murthy
664,16-11-1973,https://upload.wikimedia.org/wikipedia/commons/8/8e/Ysrinusmile.jpg,"Srinivas Reddy is a Telugu comedian, actor, producer and director.[1][2] He was born in Khammam, Andhra Pradesh, now Telangana, India.[3]
",Srinivasa Reddy
665,28-06-1980,https://upload.wikimedia.org/wikipedia/commons/8/80/Srujan-lokesh.jpg,"Srujan Lokesh (born June 28, 1980) is an Indian film actor, television presenter, radio presenter and producer who mainly works in the Kannada film industry. His father Lokesh is a very well known veteran theater artist and film actor in Kannada. His mother Girija Lokesh is also a popular Television and film actress. Subbaiah Naidu, credited as the first hero of Kannada silent movies is the grandfather of Srujan Lokesh and Father of Lokesh.
",Srujan Lokesh
666,,,"Penmetsa Subbaraju is an Indian actor. He acted in many Tollywood films in a variety of roles, from negative to supporting characters. His most notable works include Amma Nanna O' Tamil Ammayi, Arya, Pokiri, Leader, Mirchi, Baahubali 2: The Conclusion, Temper, Geetha Govindam, and Majili.
",Subbaraju
667,03-01-1947,https://upload.wikimedia.org/wikipedia/commons/8/8c/Sarma-Actor-Profile.jpg,"Uppaluri Subbbaraya Sharma is an Indian film character actor, and comedian known for his exclusive works in Telugu cinema, Telugu theatre, and Television.[1][2] In a film career spanning more than forty years, Sharma played a variety of characters.[citation needed]
",Subbaraya Sharma
668,,https://upload.wikimedia.org/wikipedia/commons/6/6f/ANI_0860_-_Copy_-_Copy.jpg,"Subrat Dutta is an actor who appears in Indian films. He is best known for his role in Bollywood films like Talaash, Tango Charlie, Zameen, The Shaukeens, Rakhcharitra, Bhootnath Returns and Bengali films Chaturanga,[1] Bibar and Jor.
",Subrat Dutta
669,,,"Suchindra Bali is a Tamil actor, son of former 1950s and 1960s actress Vyjayanthimala. He has shortened his name to Suchin. His mother is Tamil while his father, Chamanlal Bali is Punjabi.
",Suchindra Bali
670,02-09-1974,https://upload.wikimedia.org/wikipedia/commons/8/81/Sudeep_-_TeachAIDS_Interview.png,"Sudeep Sanjeev (born 2 September 1974), better known mononymously as Sudeep or as Kichcha Sudeep, is an Indian film actor, director, producer, screenwriter, television presenter and singer, who primarily works in Kannada language films, in addition to appearances in a handful of Telugu, Hindi and Tamil language films.
",Sudeep
671,,https://upload.wikimedia.org/wikipedia/en/e/e3/Sudheer-Kannada-actor-pic.jpg,"Sudheer was an Indian film actor in the Kannada film industry. Some of the notable films of Sudheer as an actor include SP Sangliyana 2 (1990), Chandramukhi Pranasakhi (1999), Aata Bombata (1990).[1][2]
",Sudheer
672,09-11-1975,https://upload.wikimedia.org/wikipedia/commons/9/9d/Subodh_Bhave.jpg,"Subodh Bhave (born 9 November 1975) is a popular Indian actor, writer, producer and director who is known for his work in Marathi Cinema. He has acted in many commercially successful and critically acclaimed Marathi movies. He is best known for his work in Ani... Dr. Kashinath Ghanekar, Balgandharva, Katyar Kaljat Ghusali.[1]
",Subodh Bhave
673,11-05-1980,https://upload.wikimedia.org/wikipedia/commons/5/5a/Sudheer_Babu_at_Saina_Nehwal%27s_wedding_reception_%28cropped%29.jpg,"Sudheer Babu (born Posani Naga Sudheer Babu; 11 May 1980) is an Indian film actor and former professional Badminton player. He primarily works in the Telugu film industry. He made his debut as a hero in the Tollywood with the film Shiva Manasulo Shruti. He is well known for his roles in Prema Katha Chitram and in Baaghi, where he played the antagonist. He recently launched his production house, ""Sudheer Babu Productions"".
",Sudheer Babu
674,,,"Sudhir Dalvi is an Indian actor. He first came to prominence for portraying Guru Vashishta in Ramanand Sagar's TV series Ramayan and is well known for his role as Sai Baba. He also acted as Sai Baba in Manoj Kumar's feature film Shirdi Ke Sai Baba which is a milestone role in Bollywood. He also became famous for his role in TV series Kyunki Saas Bhi Kabhi Bahu Thi.
",Sudhir Dalvi
675,,,"Sujan Mukhopadhyay (also known as Neel Mukherjee) is an Indian actor who works in Bengali language films, television and theatre.[1] In 2012 he made his directorial debut with the film Ghete Gho.[2] He is an active Member of the renowned Theatre Group Chetana. On 22 February 2016 his directorial debut, in the field of Theatre, Ghashiram Kotwal,which is an adaptation on Marathi play, was premiered. In 2018 he directed Don: Taake Bhalo Laage an adaptation of Dale Wasserman's Don Quixote which was translated into Bengali by Arun Mukhopadhyay many years back. This play marked the re-entry of Suman Mukhopadhyay as an actor after 25 years.
",Sujan Mukhopadhyay
676,,https://upload.wikimedia.org/wikipedia/en/c/c2/Sukumaran.jpg,"Edappal Ponnamkuzhi Veettil Sukumaran (10 June 1948 – 16 June 1997), popularly known as Sukumaran, was an Indian film actor and producer.[1]
",Sukumaran
677,09-06-1983,,"Suman Setty is a comedian/actor in Tollywood (the Telugu film industry) and Kollywood (the Tamil film industry) in South India.[1] 
",Suman Setty
678,28-08-1959,https://upload.wikimedia.org/wikipedia/commons/2/20/Talwar_Suman.jpg,"Suman (born Suman Talwar; 28 August 1959) is an Indian film actor known for his work predominantly in Telugu cinema. He was one of the most prominent stars of Telugu cinema during the 1980s. He has also played the roles of Gods like Venkateswara, Shiva, and Rama in Telugu. Suman has also starred in Tamil, Malayalam, Kannada, and Odia films.[3] 
",Suman Talwar
679,09-02-1975,https://upload.wikimedia.org/wikipedia/commons/8/85/Sumanthkumar1.jpg,"Sumanth (Born Sumanth Kumar) is an Indian actor/producer known predominantly for his work in Telugu cinema. The eldest grandson of late Akkineni Nageswara Rao,[1] he is also a partner in Annapurna Studios.[2] He is best known for starring in the films, Satyam, Gowri, Godavari, Madhumasam, Golconda High School, and most recently Malli Raava.
",Sumanth
680,22-04-1971,https://upload.wikimedia.org/wikipedia/commons/1/10/Sumeet_Raghavan_at_Sachin_Pilgaonkar%E2%80%99s_60th_birthday_celebrations.jpg,"Sumeet Raghavan (born 22 April 1971) is an Indian film and television actor known for his roles in Hudd Kar Di,[3] Sarabhai vs Sarabhai,[4] Sajan Re Jhoot Mat Bolo,[5] Badi Door Se Aaye Hai,[6]
and Sarabhai vs Sarabhai: Take 2 In childhood, he had played the role of Sudama in Mahabharat serial of B.R. Chopra while learning in Sandipani Ashram.
",Sumeet Raghavan
